"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 10 03:20:37 GMT 2024","Tue Dec 10 03:20:38 GMT 2024","1262","chrome","example.test.js","Playwright Test Example","","","Main page component should be loaded",""
"passed","Tue Dec 10 03:20:43 GMT 2024","Tue Dec 10 03:20:44 GMT 2024","948","firefox","homePage.test.js","Home Page","","","The Page Header should be equal with 'Swag Labs'",""
"passed","Tue Dec 10 03:20:44 GMT 2024","Tue Dec 10 03:20:45 GMT 2024","1039","firefox","homePage.test.js","Home Page","","","The Login Form should exist and be accessible",""
"passed","Tue Dec 10 03:20:46 GMT 2024","Tue Dec 10 03:20:56 GMT 2024","10077","webkit","example.test.js","Playwright Test Example","","","Main Page should contain ""Playwright"" title",""
"passed","Tue Dec 10 03:20:46 GMT 2024","Tue Dec 10 03:20:57 GMT 2024","10718","webkit","example.test.js","Playwright Test Example","","","Main page component should be loaded",""
"passed","Tue Dec 10 03:20:38 GMT 2024","Tue Dec 10 03:20:39 GMT 2024","572","chrome","homePage.test.js","Home Page","","","The Page Header should be equal with 'Swag Labs'",""
"passed","Tue Dec 10 03:20:58 GMT 2024","Tue Dec 10 03:21:00 GMT 2024","1250","webkit","homePage.test.js","Home Page","","","The Page Header should be equal with 'Swag Labs'",""
"passed","Tue Dec 10 03:20:37 GMT 2024","Tue Dec 10 03:20:38 GMT 2024","1014","chrome","example.test.js","Playwright Test Example","","","Main Page should contain ""Playwright"" title",""
"passed","Tue Dec 10 03:20:38 GMT 2024","Tue Dec 10 03:20:39 GMT 2024","569","chrome","homePage.test.js","Home Page","","","The Login Form should exist and be accessible",""
"passed","Tue Dec 10 03:20:59 GMT 2024","Tue Dec 10 03:21:00 GMT 2024","790","webkit","homePage.test.js","Home Page","","","The Login Form should exist and be accessible",""
"passed","Tue Dec 10 03:20:39 GMT 2024","Tue Dec 10 03:20:39 GMT 2024","589","chrome","homePage.test.js","Home Page","","","User must be able to interact with the input form",""
"passed","Tue Dec 10 03:20:40 GMT 2024","Tue Dec 10 03:20:42 GMT 2024","2548","firefox","example.test.js","Playwright Test Example","","","Main page component should be loaded",""
"passed","Tue Dec 10 03:20:44 GMT 2024","Tue Dec 10 03:20:45 GMT 2024","1026","firefox","homePage.test.js","Home Page","","","User must be able to interact with the input form",""
"passed","Tue Dec 10 03:21:00 GMT 2024","Tue Dec 10 03:21:00 GMT 2024","715","webkit","homePage.test.js","Home Page","","","User must be able to interact with the input form",""
"passed","Tue Dec 10 03:20:40 GMT 2024","Tue Dec 10 03:20:42 GMT 2024","2282","firefox","example.test.js","Playwright Test Example","","","Main Page should contain ""Playwright"" title",""
